"",index,raw data name,raw data name round,RAMClustR mz_rt,RAMClustR adduct
"658",658,296.147906868398 / 417.899993896484,296.148 / 417.9,,
"659",659,296.211664299175 / 596.707061767578,296.212 / 596.7,,
"660",660,296.71324 / 596.700012207031,296.713 / 596.7,,
"661",661,297.10585110261 / 115.5,297.106 / 115.5,,
"662",662,297.151151971929 / 339.015350341797,297.151 / 339,297.151 / 339,
"663",663,297.142460301646 / 690,297.142 / 690,,
"664",664,297.237318266823 / 1815.30004882812,297.237 / 1815.3,,
"665",665,298.094718154606 / 314.699981689453,298.095 / 314.7,,
"666",666,298.112479938373 / 98.6999969482422,298.112 / 98.7,298.112 / 98.7,[M+H]+
"667",667,298.112394050313 / 116.099998474121,298.112 / 116.1,,
"668",668,298.162930610516 / 549.754760742188,298.163 / 549.8,,
"669",669,299.11548138878 / 98.6999969482422,299.115 / 98.7,299.115 / 98.7,
"670",670,299.126916344108 / 894.599975585938,299.127 / 894.6,,
"671",671,299.20476522166 / 668.399963378906,299.205 / 668.4,,
"672",672,299.234380564835 / 1215,299.234 / 1215,,
"673",673,300.055637673546 / 91.5,300.056 / 91.5,,
"674",674,300.106305849354 / 77.0999984741211,300.106 / 77.1,,
"675",675,300.153927547592 / 69,300.154 / 69,,
"676",676,300.159350719712 / 960.588134765625,300.159 / 960.6,,
"677",677,300.178719800584 / 567.900024414062,300.179 / 567.9,,
"678",678,300.198109078129 / 1254.60003662109,300.198 / 1254.6,,
"679",679,300.215779825208 / 954.900024414062,300.216 / 954.9,300.216 / 954.9,[M+H]+
"680",680,300.215782581042 / 1001.40002441406,300.216 / 1001.4,,
"681",681,301.13948100265 / 1714.79992675781,301.139 / 1714.8,,
"682",682,301.13780224373 / 456.599975585938,301.138 / 456.6,,
"683",683,301.139010571971 / 102.900001525879,301.139 / 102.9,,
"684",684,301.217947220863 / 954.900024414062,301.218 / 954.9,301.218 / 954.9,
"685",685,302.140955517926 / 767.700012207031,302.141 / 767.7,,
"686",686,302.143884304831 / 60.0000019073486,302.144 / 60,,
"687",687,302.158373052916 / 207.600006103516,302.158 / 207.6,,
"688",688,302.194053068145 / 776.100036621094,302.194 / 776.1,,
"689",689,302.193810940928 / 633.618133544922,302.194 / 633.6,,
"690",690,302.230453157986 / 1041.9091796875,302.23 / 1041.9,,
"691",691,302.230507123842 / 1060.80004882812,302.231 / 1060.8,,
"692",692,302.383459732163 / 1042.3056640625,302.383 / 1042.3,,
"693",693,303.070051276992 / 128.100006103516,303.07 / 128.1,,
"694",694,303.072473046888 / 504.600006103516,303.072 / 504.6,303.072 / 504.6,[M+H]+
"695",695,303.07222630551 / 512.700012207031,303.072 / 512.7,,
"696",696,303.099440394054 / 570.299987792969,303.099 / 570.3,,
"697",697,303.160900387543 / 207.899993896484,303.161 / 207.9,,
"698",698,303.193691131834 / 915.299987792969,303.194 / 915.3,,
"699",699,303.234595680497 / 1042.16400146484,303.235 / 1042.2,,
"700",700,304.1277219037 / 600.155456542969,304.128 / 600.2,,
"701",701,304.149041926 / 279.300018310547,304.149 / 279.3,,
"702",702,304.155698845414 / 813.599975585938,304.156 / 813.6,304.156 / 813.6,[M+H-C4H6]+
"703",703,304.173583269564 / 354.299987792969,304.174 / 354.3,304.174 / 354.3,[M+H]+
"704",704,304.172281110861 / 172.800003051758,304.172 / 172.8,,
"705",705,304.173085238151 / 404.399993896484,304.173 / 404.4,,
"706",706,304.209967852293 / 744,304.21 / 744,304.21 / 744,[M+H]+
"707",707,304.299374337713 / 1536,304.299 / 1536,,
"708",708,305.085349590846 / 205.800003051758,305.085 / 205.8,,
"709",709,305.131209134385 / 600.005554199219,305.131 / 600,,
"710",710,305.176991554854 / 354.299987792969,305.177 / 354.3,305.177 / 354.3,
"711",711,305.213863074533 / 744,305.214 / 744,305.214 / 744,
"712",712,306.171881421313 / 863.700012207031,306.172 / 863.7,,
"713",713,307.109497787702 / 707.700012207031,307.109 / 707.7,307.109 / 707.7,[M+H]+
"714",714,307.200741425902 / 1044.11383056641,307.201 / 1044.1,,
"715",715,308.1122126039 / 707.700012207031,308.112 / 707.7,308.112 / 707.7,
"716",716,308.183439046224 / 940.799987792969,308.183 / 940.8,,
"717",717,310.084669358368 / 554.099975585938,310.085 / 554.1,,
"718",718,310.162673233188 / 572.710021972656,310.163 / 572.7,,
"719",719,310.199526634836 / 992.699981689453,310.2 / 992.7,310.2 / 992.7,[M+H]+
"720",720,310.199393633773 / 944.700012207031,310.199 / 944.7,,
"721",721,310.199340465672 / 948.900024414062,310.199 / 948.9,,
"722",722,311.06755313569 / 486.899993896484,311.068 / 486.9,,
"723",723,311.147534728611 / 838.5,311.148 / 838.5,,
"724",724,311.183733341708 / 1345.5,311.184 / 1345.5,311.184 / 1345.5,[M+H]+
"725",725,311.202435600413 / 992.700012207031,311.202 / 992.7,311.202 / 992.7,
"726",726,312.128618982002 / 189.600006103516,312.129 / 189.6,,
"727",727,312.186986502779 / 1345.5,312.187 / 1345.5,312.187 / 1345.5,
"728",728,312.215054117464 / 1072.20007324219,312.215 / 1072.2,312.215 / 1072.2,[M+H]+
"729",729,312.214867504927 / 1021.20001220703,312.215 / 1021.2,,
"730",730,312.214993595209 / 936.299987792969,312.215 / 936.3,312.215 / 936.3,[M+H]+
"731",731,313.084305966399 / 470.100006103516,313.084 / 470.1,,
"732",732,313.13135656514 / 189.600006103516,313.131 / 189.6,,
"733",733,313.218942685929 / 1072.20007324219,313.219 / 1072.2,313.219 / 1072.2,
"734",734,313.218775990795 / 936.299987792969,313.219 / 936.3,313.219 / 936.3,
"735",735,313.666571552701 / 560.399963378906,313.667 / 560.4,,
"736",736,313.665502080544 / 565.799987792969,313.666 / 565.8,,
"737",737,314.231242676804 / 1101.90002441406,314.231 / 1101.9,314.231 / 1101.9,[M+H]+
"738",738,314.231383185807 / 1088.40002441406,314.231 / 1088.4,,
"739",739,314.231162747782 / 1059.29992675781,314.231 / 1059.3,,
"740",740,315.23470622163 / 1101.90002441406,315.235 / 1101.9,315.235 / 1101.9,
"741",741,316.173585451989 / 536.099975585938,316.174 / 536.1,316.174 / 536.1,[M+H]+
"742",742,316.173219198015 / 477.899993896484,316.173 / 477.9,,
"743",743,316.192670361727 / 930.299987792969,316.193 / 930.3,,
"744",744,316.209554111643 / 718.799926757812,316.21 / 718.8,,
"745",745,316.246312626405 / 1206,316.246 / 1206,,
"746",746,316.246104503561 / 1161.60009765625,316.246 / 1161.6,,
"747",747,317.128540897448 / 461.700012207031,317.129 / 461.7,317.129 / 461.7,[M+H]+
"748",748,317.176445155634 / 536.100006103516,317.176 / 536.1,317.176 / 536.1,
"749",749,317.630537857915 / 461.700012207031,317.631 / 461.7,317.631 / 461.7,
"750",750,318.127315311113 / 461.700012207031,318.127 / 461.7,318.127 / 461.7,
"751",751,318.160088606825 / 621.599975585938,318.16 / 621.6,,
"752",752,318.17121323733 / 493.491516113281,318.171 / 493.5,,
"753",753,318.190091184059 / 586.200012207031,318.19 / 586.2,318.19 / 586.2,[M+H]+
"754",754,318.208438053396 / 982.200012207031,318.208 / 982.2,,
"755",755,319.163968624578 / 667.200012207031,319.164 / 667.2,319.164 / 667.2,[M+H]+
"756",756,319.193463866718 / 586.200012207031,319.193 / 586.2,319.193 / 586.2,
"757",757,319.184194583317 / 145.737274169922,319.184 / 145.7,,
"758",758,320.139058395664 / 618.007995605469,320.139 / 618,320.139 / 618,[M+H]+
"759",759,320.167131602124 / 667.200012207031,320.167 / 667.2,320.167 / 667.2,
"760",760,321.079872951093 / 85.5,321.08 / 85.5,,
"761",761,321.142749196837 / 618,321.143 / 618,321.143 / 618,
"762",762,322.075304530339 / 70.5,322.075 / 70.5,,
"763",763,323.116025146394 / 235.199996948242,323.116 / 235.2,,
"764",764,324.121756010568 / 828.900024414062,324.122 / 828.9,324.122 / 828.9,[M+H-O]+
"765",765,326.036729382821 / 394.499984741211,326.037 / 394.5,,
"766",766,326.086403090655 / 78.5999984741211,326.086 / 78.6,,
"767",767,326.08678673221 / 300.299987792969,326.087 / 300.3,,
"768",768,326.086402931209 / 258.299987792969,326.086 / 258.3,,
"769",769,326.08561910165 / 468.600006103516,326.086 / 468.6,,
"770",770,326.144514821415 / 126.300003051758,326.145 / 126.3,,
"771",771,326.194774772967 / 1021.74432373047,326.195 / 1021.7,,
"772",772,326.230855256519 / 856.799987792969,326.231 / 856.8,326.231 / 856.8,[M+H]+
"773",773,327.14662738676 / 126.300003051758,327.147 / 126.3,,
"774",774,327.15356961659 / 265.500030517578,327.154 / 265.5,,
"775",775,327.197261720733 / 1021.79754638672,327.197 / 1021.8,327.197 / 1021.8,
"776",776,327.234019577081 / 856.799987792969,327.234 / 856.8,327.234 / 856.8,
"777",777,328.101611150804 / 592.5,328.102 / 592.5,,
"778",778,328.101855535499 / 445.500030517578,328.102 / 445.5,,
"779",779,328.210860925848 / 825.300048828125,328.211 / 825.3,,
"780",780,328.210569570957 / 686.700012207031,328.211 / 686.7,,
"781",781,328.210379575071 / 883.5,328.21 / 883.5,,
"782",782,328.210753845399 / 575.400024414062,328.211 / 575.4,,
"783",783,328.247136044781 / 1195.50012207031,328.247 / 1195.5,328.247 / 1195.5,[M+H]+
"784",784,329.250448789543 / 1195.57501220703,329.25 / 1195.6,,
"785",785,330.058815768643 / 73.5,330.059 / 73.5,,
"786",786,330.081239821388 / 237.299987792969,330.081 / 237.3,,
"787",787,330.164966012139 / 444,330.165 / 444,,
"788",788,330.189706042995 / 616.538330078125,330.19 / 616.5,,
"789",789,330.189814116534 / 641.700012207031,330.19 / 641.7,,
"790",790,330.225796642049 / 917.399963378906,330.226 / 917.4,330.226 / 917.4,[M+H]+
"791",791,330.225905259173 / 857.699951171875,330.226 / 857.7,330.226 / 857.7,[M+H]+
"792",792,330.225714393041 / 842.099975585938,330.226 / 842.1,,
"793",793,330.225802047195 / 1045.80004882812,330.226 / 1045.8,,
"794",794,330.225401809813 / 962.699951171875,330.225 / 962.7,,
"795",795,331.193216422734 / 617.25,331.193 / 617.2,,
"796",796,331.22573131524 / 969.900085449219,331.226 / 969.9,331.226 / 969.9,[M+H-H2O]+
"797",797,331.229219611637 / 857.683349609375,331.229 / 857.7,331.229 / 857.7,
"798",798,332.138874864059 / 634.800048828125,332.139 / 634.8,,
"799",799,332.188707985223 / 970.5,332.189 / 970.5,,
"800",800,332.205238028148 / 678.900024414062,332.205 / 678.9,332.205 / 678.9,[M+H]+
"801",801,332.241563718359 / 875.100036621094,332.242 / 875.1,,
"802",802,332.241423278279 / 789.899963378906,332.241 / 789.9,,
"803",803,332.24093033744 / 1003.50006103516,332.241 / 1003.5,,
"804",804,333.142550104167 / 634.800048828125,333.143 / 634.8,,
"805",805,333.165300130379 / 1345.5,333.165 / 1345.5,333.165 / 1345.5,[M+Na]+
"806",806,333.209244249433 / 678.900024414062,333.209 / 678.9,333.209 / 678.9,
"807",807,334.118947690969 / 820.800048828125,334.119 / 820.8,,
"808",808,334.185104180488 / 231.300003051758,334.185 / 231.3,,
"809",809,336.182418622006 / 489.300018310547,336.182 / 489.3,,
"810",810,337.104503305666 / 1476.90002441406,337.105 / 1476.9,,
"811",811,337.131613193757 / 141.600006103516,337.132 / 141.6,337.132 / 141.6,[M+H]+
"812",812,337.175143581426 / 671.063415527344,337.175 / 671.1,337.175 / 671.1,[M+H]+
"813",813,338.086509868421 / 549,338.087 / 549,,
"814",814,338.134663687307 / 141.388900756836,338.135 / 141.4,,
"815",815,338.143466750954 / 446.100006103516,338.143 / 446.1,,
"816",816,338.177494594518 / 671.100006103516,338.177 / 671.1,338.177 / 671.1,
"817",817,338.231362797181 / 1093.50006103516,338.231 / 1093.5,,
"818",818,338.339709976864 / 2082.89990234375,338.34 / 2082.9,,
"819",819,338.434439651445 / 603.299987792969,338.434 / 603.3,,
"820",820,338.434052313223 / 607.209411621094,338.434 / 607.2,,
"821",821,338.684679983085 / 603.299957275391,338.685 / 603.3,,
"822",822,338.684789908754 / 607.301055908203,338.685 / 607.3,338.685 / 607.3,
"823",823,338.935622089134 / 605.974578857422,338.936 / 606,,
"824",824,339.124604811221 / 461.699981689453,339.125 / 461.7,339.125 / 461.7,[M+Na]+
"825",825,339.625459011894 / 461.699981689453,339.625 / 461.7,339.625 / 461.7,
"826",826,340.101407357798 / 627.299987792969,340.101 / 627.3,,
"827",827,340.101699947856 / 128.400009155273,340.102 / 128.4,,
"828",828,340.131314847784 / 810.600036621094,340.131 / 810.6,,
"829",829,340.131438507009 / 906,340.131 / 906,,
"830",830,340.131355998437 / 961.499938964844,340.131 / 961.5,,
"831",831,340.152722198302 / 828.900024414062,340.153 / 828.9,340.153 / 828.9,[M+H]+
"832",832,340.174762735026 / 591.190307617188,340.175 / 591.2,,
"833",833,340.316292751173 / 828.900024414062,340.316 / 828.9,340.316 / 828.9,
"834",834,341.156207051406 / 828.900024414062,341.156 / 828.9,341.156 / 828.9,
"835",835,341.16961687688 / 612.642181396484,341.17 / 612.6,,
"836",836,342.159320486793 / 828.900024414062,342.159 / 828.9,342.159 / 828.9,
"837",837,342.205918770474 / 1083.30004882812,342.206 / 1083.3,342.206 / 1083.3,[M+H]+
"838",838,342.226547549094 / 794.399963378906,342.227 / 794.4,342.227 / 794.4,[M+H]+
"839",839,343.11287632209 / 258.599990844727,343.113 / 258.6,,
"840",840,343.153473316222 / 1659.43591308594,343.153 / 1659.4,,
"841",841,343.153433070654 / 1672.20007324219,343.153 / 1672.2,,
"842",842,343.208922671546 / 1083.29992675781,343.209 / 1083.3,343.209 / 1083.3,
"843",843,343.22154040638 / 840.299987792969,343.222 / 840.3,,
"844",844,343.230200584381 / 794.400024414062,343.23 / 794.4,343.23 / 794.4,
"845",845,344.206092260278 / 745.200012207031,344.206 / 745.2,344.206 / 745.2,[M+H]+
"846",846,344.242262536281 / 803.399963378906,344.242 / 803.4,,
"847",847,345.128927726638 / 97.8218307495117,345.129 / 97.8,,
"848",848,345.208643520851 / 745.200012207031,345.209 / 745.2,345.209 / 745.2,
"849",849,345.245363662791 / 803.100036621094,345.245 / 803.1,,
"850",850,346.119543109403 / 837.600036621094,346.12 / 837.6,,
"851",851,346.121876247365 / 720,346.122 / 720,,
"852",852,346.221480909325 / 795.600036621094,346.221 / 795.6,,
"853",853,346.258549114882 / 1073.40002441406,346.259 / 1073.4,,
"854",854,347.123474417928 / 625.799987792969,347.123 / 625.8,,
"855",855,347.166471303011 / 837.299987792969,347.166 / 837.3,,
"856",856,347.221172694654 / 983.999938964844,347.221 / 984,,
"857",857,347.221103101665 / 946.500061035156,347.221 / 946.5,,
"858",858,347.224501518027 / 795.900024414062,347.225 / 795.9,,
"859",859,348.134393481877 / 612.882934570312,348.134 / 612.9,,
"860",860,349.235804854669 / 905.399963378906,349.236 / 905.4,,
"861",861,349.235612609533 / 969.899993896484,349.236 / 969.9,349.236 / 969.9,[M+H]+
"862",862,350.162847187129 / 570.899963378906,350.163 / 570.9,350.163 / 570.9,[2M+H]+
"863",863,352.198251989446 / 538.170471191406,352.198 / 538.2,,
"864",864,352.53273352381 / 537.990600585938,352.533 / 538,,
"865",865,354.070635754645 / 883.5,354.071 / 883.5,,
"866",866,354.110802148415 / 949.649993896484,354.111 / 949.6,,
"867",867,354.154580115643 / 506.399993896484,354.155 / 506.4,,
"868",868,355.112592920354 / 637.200012207031,355.113 / 637.2,,
"869",869,356.242935989257 / 1093.20007324219,356.243 / 1093.2,,
"870",870,356.242654854932 / 1037.40002441406,356.243 / 1037.4,,
"871",871,356.24297312005 / 921.299987792969,356.243 / 921.3,,
"872",872,357.103930907729 / 162.599990844727,357.104 / 162.6,,
"873",873,358.17841442894 / 154.199996948242,358.178 / 154.2,,
"874",874,358.221405463381 / 813.599975585938,358.221 / 813.6,358.221 / 813.6,[M+H]+
"875",875,358.222152014519 / 833.100036621094,358.222 / 833.1,,
"876",876,358.258258990779 / 1111.80004882812,358.258 / 1111.8,358.258 / 1111.8,[M+H]+
"877",877,358.258178541248 / 1134.90002441406,358.258 / 1134.9,,
"878",878,359.122778741065 / 450.299987792969,359.123 / 450.3,359.123 / 450.3,
"879",879,359.261179236099 / 1111.80004882812,359.261 / 1111.8,359.261 / 1111.8,
"880",880,360.10014325702 / 675.299987792969,360.1 / 675.3,,
"881",881,360.20080065666 / 586.200012207031,360.201 / 586.2,,
"882",882,362.150363925883 / 621.599975585938,362.15 / 621.6,,
"883",883,362.253287428947 / 865.799987792969,362.253 / 865.8,,
"884",884,362.318335160812 / 621.486206054688,362.318 / 621.5,362.318 / 621.5,
"885",885,362.508753432144 / 621.599975585938,362.509 / 621.6,,
"886",886,363.154387577657 / 621.403930664062,363.154 / 621.4,,
"887",887,363.201087413825 / 647.699951171875,363.201 / 647.7,363.201 / 647.7,[M+H]+
"888",888,363.20038855039 / 654.929840087891,363.2 / 654.9,,
"889",889,363.45191648919 / 647.699951171875,363.452 / 647.7,363.452 / 647.7,
"890",890,363.451996719362 / 655.050018310547,363.452 / 655.1,,
"891",891,364.155826163529 / 621.599975585938,364.156 / 621.6,,
"892",892,365.135310809346 / 1659,365.135 / 1659,,
"893",893,365.126999249735 / 630.000061035156,365.127 / 630,,
"894",894,365.135731584025 / 1672.5,365.136 / 1672.5,,
"895",895,365.173451333648 / 71.6999969482422,365.173 / 71.7,,
"896",896,365.192259627903 / 907.5,365.192 / 907.5,,
"897",897,365.232064550108 / 983.700073242188,365.232 / 983.7,,
"898",898,365.231886037471 / 946.799987792969,365.232 / 946.8,,
"899",899,366.138853409886 / 1659,366.139 / 1659,,
"900",900,366.13859315848 / 1672.33154296875,366.139 / 1672.3,,
"901",901,366.12951183298 / 388.5,366.13 / 388.5,,
"902",902,367.150005114498 / 124.199996948242,367.15 / 124.2,,
"903",903,368.153057057294 / 123.900009155273,368.153 / 123.9,,
"904",904,369.129034742563 / 674.100006103516,369.129 / 674.1,369.129 / 674.1,
"905",905,369.237548278236 / 725.400024414062,369.238 / 725.4,,
"906",906,372.185285154719 / 590.399963378906,372.185 / 590.4,,
"907",907,374.252592196353 / 971.693115234375,374.253 / 971.7,,
"908",908,374.252339935065 / 882.899963378906,374.252 / 882.9,,
"909",909,375.259236617816 / 827.400024414062,375.259 / 827.4,,
"910",910,377.145419398422 / 612.599975585938,377.145 / 612.6,,
"911",911,378.145811819042 / 689.699951171875,378.146 / 689.7,,
"912",912,378.135477341615 / 560.692504882812,378.135 / 560.7,378.135 / 560.7,
"913",913,379.14258248617 / 560.700012207031,379.143 / 560.7,379.143 / 560.7,[M+H]+
"914",914,380.144706359337 / 536.100036621094,380.145 / 536.1,,
"915",915,381.128853041731 / 633.599975585938,381.129 / 633.6,381.129 / 633.6,[M+H]+
"916",916,381.147655560507 / 536.100018310547,381.148 / 536.1,,
"917",917,382.13253992772 / 633.599975585938,382.133 / 633.6,382.133 / 633.6,
"918",918,384.114960453297 / 195.899993896484,384.115 / 195.9,,
"919",919,384.15696122907 / 564.900012207031,384.157 / 564.9,,
"920",920,384.15812177574 / 510.600006103516,384.158 / 510.6,384.158 / 510.6,[M+H]+
"921",921,384.156748913718 / 576.299987792969,384.157 / 576.3,,
"922",922,384.658537465817 / 564.899963378906,384.659 / 564.9,,
"923",923,385.11812606414 / 195.899993896484,385.118 / 195.9,,
"924",924,385.161734327807 / 510.462905883789,385.162 / 510.5,,
"925",925,385.158451982097 / 564.599975585938,385.158 / 564.6,,
"926",926,386.158022295236 / 510.599990844727,386.158 / 510.6,386.158 / 510.6,
"927",927,388.133525740051 / 98.0999984741211,388.134 / 98.1,,
"928",928,391.225586344532 / 505.500045776367,391.226 / 505.5,,
"929",929,391.283498830057 / 31.7999992370605,391.283 / 31.8,,
"930",930,391.559221015301 / 505.499984741211,391.559 / 505.5,,
"931",931,396.1614976504 / 110.100006103516,396.161 / 110.1,,
"932",932,396.210273037792 / 131.699996948242,396.21 / 131.7,396.21 / 131.7,
"933",933,397.124607548852 / 505.199981689453,397.125 / 505.2,,
"934",934,402.169023345015 / 153.027450561523,402.169 / 153,,
"935",935,403.232530614541 / 1806,403.233 / 1806,403.233 / 1806,[M+H]+
"936",936,403.884819017529 / 579.599975585938,403.885 / 579.6,403.885 / 579.6,
"937",937,404.218620725545 / 579.600018310547,404.219 / 579.6,404.219 / 579.6,
"938",938,404.552998953037 / 579.599975585938,404.553 / 579.6,404.553 / 579.6,[M+H]+
"939",939,409.186037725767 / 280.800018310547,409.186 / 280.8,409.186 / 280.8,
"940",940,410.154776480602 / 163.200012207031,410.155 / 163.2,,
"941",941,412.195992526653 / 467.700012207031,412.196 / 467.7,,
"942",942,413.124112245841 / 114,413.124 / 114,,
"943",943,413.141246626827 / 520.358856201172,413.141 / 520.4,,
"944",944,413.134186416077 / 903.899963378906,413.134 / 903.9,,
"945",945,414.053989656189 / 483.900009155273,414.054 / 483.9,,
"946",946,414.053781093127 / 445.799987792969,414.054 / 445.8,,
"947",947,414.053888536484 / 347.100006103516,414.054 / 347.1,,
"948",948,414.14335092235 / 520.200012207031,414.143 / 520.2,,
"949",949,417.888637583616 / 560.100006103516,417.889 / 560.1,,
"950",950,417.887390565086 / 565.649993896484,417.887 / 565.6,,
"951",951,425.213998101164 / 1806,425.214 / 1806,425.214 / 1806,[M+Na]+
"952",952,426.212294094132 / 382.5,426.212 / 382.5,,
"953",953,427.157109631186 / 593.403747558594,427.157 / 593.4,,
"954",954,429.132808651769 / 850.499969482422,429.133 / 850.5,429.133 / 850.5,
"955",955,431.144964777748 / 879.599975585938,431.145 / 879.6,,
"956",956,432.14749884058 / 879.449157714844,432.147 / 879.4,432.147 / 879.4,
"957",957,433.235921022033 / 765,433.236 / 765,,
"958",958,438.151071991528 / 597.742431640625,438.151 / 597.7,,
"959",959,438.234276252756 / 673.500061035156,438.234 / 673.5,,
"960",960,439.164440140659 / 920.700012207031,439.164 / 920.7,439.164 / 920.7,[M+H]+
"961",961,439.163861845989 / 1039.19995117188,439.164 / 1039.2,,
"962",962,439.153832796209 / 597.744140625,439.154 / 597.7,,
"963",963,441.16164291588 / 920.699951171875,441.162 / 920.7,441.162 / 920.7,
"964",964,447.139881233947 / 728.157440185547,447.14 / 728.2,,
"965",965,448.304344177954 / 1240.20007324219,448.304 / 1240.2,,
"966",966,450.910455979655 / 603.150024414062,450.91 / 603.2,450.91 / 603.2,
"967",967,450.91144128196 / 607.200012207031,450.911 / 607.2,,
"968",968,451.244395326135 / 607.38330078125,451.244 / 607.4,,
"969",969,451.244587083253 / 603.150024414062,451.245 / 603.2,451.245 / 603.2,
"970",970,456.063754641701 / 631.799987792969,456.064 / 631.8,,
"971",971,457.066678501146 / 631.949981689453,457.067 / 631.9,457.067 / 631.9,
"972",972,468.004786786605 / 685.199951171875,468.005 / 685.2,468.005 / 685.2,
"973",973,468.255270045249 / 685.288330078125,468.255 / 685.3,,
"974",974,475.246553016591 / 968.400024414062,475.247 / 968.4,,
"975",975,476.148468766351 / 672,476.148 / 672,,
"976",976,482.168095584254 / 759.299926757812,482.168 / 759.3,,
"977",977,508.260267788814 / 141.900009155273,508.26 / 141.9,,
"978",978,518.238207704775 / 1006.19995117188,518.238 / 1006.2,,
"979",979,544.217303455762 / 825.900024414062,544.217 / 825.9,,
"980",980,546.232856650885 / 739.5,546.233 / 739.5,,
"981",981,546.232515530547 / 797.399963378906,546.233 / 797.4,,
"982",982,648.269593475312 / 510.599975585938,648.27 / 510.6,,
